# caratterizzazione in frequenza di tutto il 2 stadio di ampl
50	1	1.16
70	1	1.25
90	1	1.33
100	1	1.42
110	1	1.6
115	1	1.72
120	1	1.86
125	1	2.02
130	1	2.14
135	1	2.24
140	1	2.32
142	1	2.34
145	1	2.32
147	1	2.22
150	1	2.15
152	1	2.1
155	1	2.04
160	1	1.9
165	1	1.78
170	1	1.63
175	1	1.56
180	1	1.5
190	1	1.4
200	1	1.32
220	1	1.3
250	1	1.22
300	1	1.13
