# CARATTERIZZAZIONE RLC 5 MAGGIO
50	2	0.005
70	2	0.040
90	2	0.09
100	2	0.14
110	2	0.22
115	2	0.28
120	2	0.36
125	2	0.48
130	2	0.64
135	2	0.88
140	2	1.112
142	2	1.2
145	2	1.28
147	2	1.288
150	2	1.224
152	2	1.144
155	2	1.008
160	2	0.79
165	2	0.62
170	2	0.49
175	2	0.4
180	2	0.33
190	2	0.24
200	2	0.19
220	2	0.12
250	2	0.08
300	2	0.06
